Time,Lat,Lon,Altitude,Accuracy,Heading,Speed,Battery
2016-02-17 18:20:33 +0000,42.361618,-71.091878,7.835415,25.000000,50.976562,0.880000,0.930000
2016-02-17 18:20:34 +0000,42.361617,-71.091862,7.366421,25.000000,50.273438,1.080000,0.930000
2016-02-17 18:20:35 +0000,42.361618,-71.091844,7.585995,25.000000,46.406250,1.080000,0.930000
2016-02-17 18:20:36 +0000,42.361622,-71.091828,7.753384,25.000000,43.593750,1.110000,0.930000
2016-02-17 18:20:37 +0000,42.361628,-71.091814,7.400448,25.000000,33.750000,1.170000,0.930000
2016-02-17 18:20:38 +0000,42.361635,-71.091801,7.435818,25.000000,34.453125,1.170000,0.930000
2016-02-17 18:20:39 +0000,42.361641,-71.091786,7.650448,25.000000,39.023438,1.170000,0.930000
2016-02-17 18:20:40 +0000,42.361646,-71.091770,7.709682,25.000000,48.867188,1.160000,0.930000
2016-02-17 18:20:41 +0000,42.361650,-71.091755,7.806301,25.000000,46.406250,1.160000,0.930000
2016-02-17 18:20:42 +0000,42.361653,-71.091740,7.903591,25.000000,47.460938,0.990000,0.930000
2016-02-17 18:20:43 +0000,42.361656,-71.091729,7.842983,25.000000,50.976562,0.990000,0.930000
2016-02-17 18:20:44 +0000,42.361657,-71.091721,8.141598,25.000000,47.109375,0.690000,0.930000
2016-02-17 18:20:45 +0000,42.361662,-71.091710,8.478176,25.000000,43.945312,0.690000,0.930000
2016-02-17 18:20:46 +0000,42.361667,-71.091697,7.805172,25.000000,46.054688,0.870000,0.930000
